aaaa,аааа：ああああ
vplyvyy,впливий：影響力のある
vplyvnyy,впливний：影響力のある
vplyvovo,впливово：影響力を持って
vplyvovishyy,впливовіший：より影響力のある
vploty,вплоти：ぴったりと
vplot,вплоть：～まで
vplutanyy,вплутаний：巻き込まれた
vplitatysya,вплітатися：絡み合う
vpnuty,впнути：押し込む
vpo,впо：VPO（略称）
vpovaty,вповати：期待する
vpovnovazhenyy,вповноважений：権限を与えられた
vpovidaty,вповідати：伝える
vpovidomlennyy,вповідомленний：通知された
vpovilnyuvatysya,вповільнюватися：減速される
vpodalshyy,вподальший：今後の
vpodobayok,вподобайок：「いいね」
vpodibnyuvatysya,вподібнюватися：似る
vpolne,вполне：完全に
vpolnyy,вполний：半分の
vpolnuty,вполнути：充実する
vpolovuvaty,впольовувати：野外で試す
vpomynatysya,впоминатися：思い出される
vpoper,впопер：横切って
vporskuvatysya,впорскуватися：噴射される
vporuvatysya,впоруватися：対処する
vporutysya,впорутися：対処する
vporuyutysya,впоруютися：対処する
vporyuvatysya,впорюватися：頑張る
vporyadkovano,впорядковано：整理されて
vporyadku,впорядку：秩序正しく
vposledstvyy,впоследствии：その後
vposli,впослі：後に(誤記)
vpp,впп：VPP（略語）
vpravdu,вправду：本当に
vpravdi,вправді：本当に
vpravytysya,вправитися：慣れる
vpravlennya,вправлення：整復
vpravnishe,вправніше：より巧みに
vpravnishyy,вправніший：より熟練した
vpravoruch,вправоруч：右手に
vpred,впредь：今後（ロシア語） \ 今後（露）
vpreshe,впреше：初めて
vpryntsypi,впринципі：原則的に
vprysk,вприск：注射
vpryskuvannya,вприскування：注射
vpryskuvatysya,вприскуватися：注射される
vprovadzhuvalnyy,впроваджувальний：実装の
vprovadzhuvanyy,впроваджуваний：導入される
vprovadzhuvatysya,впроваджуватися：導入される
vprovadzhuvach,впроваджувач：導入者
vprovadytysya,впровадитися：導入される
vprodozh,впродож：～の間
vproty,впроти：反対に
vprochema,впрочема：しかし
vprochi,впрочі：その他
vprochim,впрочім：しかし
vpuskatysya,впускатися：入り込む
vpusknyy,впускний：吸気の
vpkhatysya,впхатися：押し込む
vpsh,впш：VPSh
vpyeryedi,впєрєді：前方に（綴り誤り：попереду）
vpivobert,впівоберт：半回転 \ 半回転で
vpivobertyy,впівобертий：半回転の
vpiznavalnyy,впізнавальний：認識可能な
vpiznavanyy,впізнаваний：認識できる
vpiznavanist,впізнаваність：認知度
vpiznavatysya,впізнаватися：認識される
vpiznannyy,впізнанний：認識された
vpiymannya,впіймання：捕獲
vra,вра：敵（古語）
vrava,врава：ヴラヴァ
vrah,враг：敵（ロシア語）
vrahov,врагов：敵 \ 敵の(ロシア語) \ 敵の（ロシア語）
vrahova,врагова：敵の（ロシア語）
vraduvatysya,врадуватися：喜ぶ
vradiyivskyy,врадіївський：ヴラディイフカの
vradiyivtsi,врадіївці：ヴラディーイヴカの人々
vradiyivchan,врадіївчан：ヴラディーフカ人
vrazhalnyy,вражальний：印象的な
vrazhda,вражда：敵意（ロシア語）
vrazhdu,вражду：敵意
vrazhenyy,вражений：感動した
vrazhennyy,враженний：印象的な
vrazheno,вражено：印象的に
vrazheskyy,вражеский：敵の（ロシア語）
vrazhlyvyy,вражливий：脆弱な
vrazhinnya,вражіння：印象
vrazhinnye,вражіннє：印象
vraza,враза：VRAZA（略語）
vramshapukh,врамшапух：ヴラムシャプフ
vranhelivets,врангелівець：ヴランゲル島住民
vranhelivskyy,врангелівський：ヴランゲリの
vranhelivtsi,врангелівці：ヴランゲリ派
vranhr,врангр：ヴラングル
vranyesh,враньєш：ヴラニェシュ
vranye,вранє：嘘
vrata,врата：門
vraty,врати：門
vratyslava,вратислава：ヴラティスラヴァ
vratuvaty,вратувати：救う
vrat,врать：嘘をつく
vrakhovuvannya,враховування：考慮
vrakhovuyuchyy,враховуючий：考慮する
vrakhovuyuchi,враховуючі：考慮して
vrakhuvatysya,врахуватися：考慮される
vrach,врач：医師 \ 医師（ロシア語）
vrachey,врачей：医師たち
vrachy,врачи：医者(ロシア語)
vrachyy,врачий：医師の
vrachi,врачі：医師たち(ロシア語)
vrbas,врбас：ヴルバス
vrbetitse,врбетіце：ヴルベティツェ
vre,вре：VRE
vrehulovanist,врегульованість：調整性
vrehulovuvaty,врегульовувати：調整する
vrehulovuvatysya,врегульовуватися：調整される
vrehulyuvatysya,врегулюватися：調整される
vred,вред：害 \ 害(ロシア語) \ 害（ロシア語）
vredyn,вредин：有害物質
vredyteley,вредителей：害虫の
vredytel,вредитель：害虫
vredytesty,вредитести：害する（誤綴）
vrednyy,вредний：有害な
vredno,вредно：有害に
vrednyuchyy,вреднючий：有害な
vrednyushchyy,вреднющий：とても有害な
vredni,вредні：有害な
vredniy,вредній：有害な
vrednist,вредність：有害性
vrezalsya,врезался：衝突した(ロシア語)
vrezultatyy,врезультатий：結果として
vremen,времен：時代 \ 時代（ロシア語）
vremena,времена：時代 \ 時代（ロシア語）
vremeny,времени：時間（ロシア語）
vremenyy,времений：時間の
vremennaya,временная：一時的な
vremennyy,временний：一時的な（ロシア語）
vremennyk,временник：年代記
vremenno,временно：一時的に
vremeno,времено：一時的に（ロシア語・誤字）
vremyy,времий：時の
vremnyy,времний：一時的な（ロシア語）
vremnya,времня：時間(古語形)
vremya,время：時間 \ 時間（ロシア語）
vremin,времінь：時間（古語）
vreshtiresht,врештірешт：結局
vryy,врий：沸騰しろ（命令形）
vrnh,врнг：VRNG
vrodzhenist,вродженість：先天性
vrodlyvishyy,вродливіший：より美しい
vrodovzh,вродовж：~に沿って(誤字)
vrodye,вродє：生まれたように
vrozumyty,врозумити：理解させる
vrozumity,врозуміти：理解する
vroky,вроки：VROKY（略語）
vronyty,вронити：落とす
vronki,вронкі：ヴロンキ
vropeyskyy,вропейський：ヨーロッパの
vroslyy,врослий：内向きに成長した
vrotslavskyy,вроцлавський：ヴロツワフの
vrochysto,врочисто：厳粛に
vrp,врп：VRP（略語）
vrsalko,врсалько：ヴルサリコ（人名）
vrt,врт：VRT（放送局）
vrubyty,"врубити：つける,スイッチを入れる"
vrublev,врублев：ヴルブレフ
vrubovyy,врубовий：切削の
vrubrytsya,врубриця：欄に
vrubivskyy,врубівський：ヴルビフの
vruchannya,вручання：授与
vruchatysya,вручатися：授与される
vrkh,врх：VRH（略語）
vrts,врц：VRTs
vryady–hod,вряди–год：まず〜ない
vryadnyk,врядник：役人
vryadni,врядні：あまり〜ない
vryaduvannya,врядування：統治
vryadity,врядіти：調整する
vryemya,"врємя：時間（ロシア語,方言）"
vryemyenyy,врємєний：一時的な
vrivnovazheno,врівноважено：均衡した
vrivnovazhuvalnyy,врівноважувальний：平衡化の
vrivnovazhuvannya,врівноважування：均衡化
vrivnovazhuyuchyy,врівноважуючий：バランスを取る
vriz,вріз：カット \ 切り込み
vrizka,врізка：挿入記事
vrizky,врізки：挿入記事
vriznyy,врізний：埋め込みの
vriznobiy,врізнобій：ばらばらに
vs,вс：VS \ VS（略語）
vsa,вса：VSA
vsadzhenyy,всаджений：植えられた
vsadnyk,всадник：騎手
vsadovytysya,всадовитися：植えられる
vsvony,всвони：ヴスヴォニ
vsviy,всвій：自分の（誤字）
vse,все：すべて
vseamerykanskyy,всеамериканський：全米の
vsearmiyskyy,всеармійський：全軍の
vseblahyy,всеблагий：全能の神
vseblazhennyy,всеблаженний：至福の
vsebuttya,всебуття：全存在
vsebiloruskyy,всебілоруський：全ベラルーシの
